,path,label,pca_Features
18074,s3://p8marionflore/Test/Mango Red/r_194_100.jpg,Mango Red,"[12.819304407123004,3.5419317267835635]"
18075,s3://p8marionflore/Test/Potato Sweet/r_72_100.jpg,Potato Sweet,"[-3.6444489332667183,3.634961692651547]"
18076,s3://p8marionflore/Test/Onion Red/r2_102_100.jpg,Onion Red,"[0.9188895892465702,3.377959382990301]"
18077,s3://p8marionflore/Test/Lemon Meyer/175_100.jpg,Lemon Meyer,"[3.61610062013882,-6.346516639002182]"
18078,s3://p8marionflore/Test/Plum/r_37_100.jpg,Plum,"[6.1734073483564815,6.085927776317834]"
18079,s3://p8marionflore/Test/Mango Red/118_100.jpg,Mango Red,"[9.025015036746343,1.830432126892468]"
18080,s3://p8marionflore/Test/Grapefruit White/6_100.jpg,Grapefruit White,"[2.736843468147032,-8.095210960232176]"
18081,s3://p8marionflore/Test/Pepper Red/r_27_100.jpg,Pepper Red,"[9.778475039962247,8.02665558638007]"
18082,s3://p8marionflore/Test/Grapefruit White/62_100.jpg,Grapefruit White,"[3.593047936270654,-7.426368363496239]"
18083,s3://p8marionflore/Test/Strawberry Wedge/r_258_100.jpg,Strawberry Wedge,"[-1.972589694449902,5.890861671600843]"
18084,s3://p8marionflore/Test/Mango Red/3_100.jpg,Mango Red,"[9.49021572928466,4.828584047362198]"
18085,s3://p8marionflore/Test/Lemon Meyer/148_100.jpg,Lemon Meyer,"[4.07450295034052,-6.8651279842065565]"
18086,s3://p8marionflore/Test/Strawberry Wedge/r_100_100.jpg,Strawberry Wedge,"[-1.4671990802569055,3.2710330307870774]"
18087,s3://p8marionflore/Test/Apple Braeburn/76_100.jpg,Apple Braeburn,"[12.389960431658892,0.828570794464038]"
18088,s3://p8marionflore/Test/Onion Red Peeled/80_100.jpg,Onion Red Peeled,"[9.438239209930353,5.594706656309142]"
18089,s3://p8marionflore/Test/Strawberry Wedge/140_100.jpg,Strawberry Wedge,"[-0.9011871309651857,4.215463771144319]"
18090,s3://p8marionflore/Test/Pitahaya Red/259_100.jpg,Pitahaya Red,"[-0.20842254204075994,7.228374715366535]"
18091,s3://p8marionflore/Test/Corn Husk/r_141_100.jpg,Corn Husk,"[-6.130324501681948,6.227507953419261]"
18092,s3://p8marionflore/Test/Corn/r2_163_100.jpg,Corn,"[-4.638638580164273,3.107104594010556]"
18093,s3://p8marionflore/Test/Apple Red 2/58_100.jpg,Apple Red 2,"[6.00070299225934,-3.0682744035256047]"
18094,s3://p8marionflore/Test/Apple Red 2/62_100.jpg,Apple Red 2,"[6.7587180084465714,-2.883024971434755]"
18095,s3://p8marionflore/Test/Apple Red 2/87_100.jpg,Apple Red 2,"[8.736021536057839,-1.4665674975888556]"
18096,s3://p8marionflore/Test/Apple Red 2/45_100.jpg,Apple Red 2,"[6.066859922784242,-2.5630524635513154]"
18097,s3://p8marionflore/Test/Apple Red 2/99_100.jpg,Apple Red 2,"[10.207489724810815,-0.821286699455137]"
18098,s3://p8marionflore/Test/Pepper Green/r_243_100.jpg,Pepper Green,"[4.191233870926794,5.724079444246115]"
18099,s3://p8marionflore/Test/Pepper Green/r_54_100.jpg,Pepper Green,"[3.0448717180182197,7.159404609980662]"
18100,s3://p8marionflore/Test/Grapefruit White/r_68_100.jpg,Grapefruit White,"[3.959715144380354,-7.429898024238505]"
18101,s3://p8marionflore/Test/Pitahaya Red/263_100.jpg,Pitahaya Red,"[-0.09299205919330808,5.8288592691536545]"
18102,s3://p8marionflore/Test/Physalis with Husk/194_100.jpg,Physalis with Husk,"[-6.350250775411753,2.7558893280233416]"
18103,s3://p8marionflore/Test/Apricot/r_68_100.jpg,Apricot,"[5.229534278770908,-2.2313877793176347]"
18104,s3://p8marionflore/Test/Pepper Green/r_168_100.jpg,Pepper Green,"[2.001249855952597,6.477866506800127]"
18105,s3://p8marionflore/Test/Strawberry Wedge/r_113_100.jpg,Strawberry Wedge,"[-1.8199209274335795,2.8600329871477492]"
18106,s3://p8marionflore/Test/Pitahaya Red/r_161_100.jpg,Pitahaya Red,"[1.1112777261102487,5.423460523977701]"
18107,s3://p8marionflore/Test/Apricot/r_66_100.jpg,Apricot,"[4.495525405306352,-0.7668122428094468]"
18108,s3://p8marionflore/Test/Fig/r2_257_100.jpg,Fig,"[6.2232521973692405,9.91865693311352]"
18109,s3://p8marionflore/Test/Tomato 1/40_100.jpg,Tomato 1,"[13.301813138825326,6.277719693539072]"
18110,s3://p8marionflore/Test/Strawberry Wedge/r2_190_100.jpg,Strawberry Wedge,"[-2.4925733699354584,7.2531573371102045]"
18111,s3://p8marionflore/Test/Potato Red Washed/r2_73_100.jpg,Potato Red Washed,"[10.286402519525511,4.062767004045547]"
18112,s3://p8marionflore/Test/Pepper Green/r_237_100.jpg,Pepper Green,"[3.8775295810851413,5.581988434430868]"
18113,s3://p8marionflore/Test/Huckleberry/297_100.jpg,Huckleberry,"[5.289429414606959,11.271849879064067]"
18114,s3://p8marionflore/Test/Papaya/r_36_100.jpg,Papaya,"[-2.721183387053308,5.776251759858832]"
18115,s3://p8marionflore/Test/Huckleberry/301_100.jpg,Huckleberry,"[4.839530224382331,10.210582299993415]"
18116,s3://p8marionflore/Test/Potato Red/r_185_100.jpg,Potato Red,"[2.2875049700138184,1.8713905534542234]"
18117,s3://p8marionflore/Test/Papaya/r_45_100.jpg,Papaya,"[-4.308586605253654,7.360605611646665]"
18118,s3://p8marionflore/Test/Fig/r2_151_100.jpg,Fig,"[0.5413839488472246,5.766544187623097]"
18119,s3://p8marionflore/Test/Cucumber Ripe 2/r_180_100.jpg,Cucumber Ripe 2,"[2.7055152284782715,-3.883709658916055]"
18120,s3://p8marionflore/Test/Kohlrabi/r_268_100.jpg,Kohlrabi,"[-2.242212055052343,5.934325149639435]"
18121,s3://p8marionflore/Test/Apple Pink Lady/r_261_100.jpg,Apple Pink Lady,"[4.288812785382195,-3.840044606840477]"
18122,s3://p8marionflore/Test/Potato Red Washed/r2_157_100.jpg,Potato Red Washed,"[8.639781026395642,0.9316046802733082]"
18123,s3://p8marionflore/Test/Cucumber Ripe 2/r_189_100.jpg,Cucumber Ripe 2,"[0.7804841936239437,-2.3489427870765693]"
18124,s3://p8marionflore/Test/Cucumber Ripe 2/r_182_100.jpg,Cucumber Ripe 2,"[1.1668961454622662,-4.122209333260579]"
18125,s3://p8marionflore/Test/Apple Pink Lady/r_268_100.jpg,Apple Pink Lady,"[3.7233891579359315,-3.801345236805918]"
18126,s3://p8marionflore/Test/Apple Red Yellow 2/r_270_100.jpg,Apple Red Yellow 2,"[1.8078244877065834,-2.7708400483421416]"
18127,s3://p8marionflore/Test/Carambula/142_100.jpg,Carambula,"[-4.859888444197474,0.3648098387061407]"
18128,s3://p8marionflore/Test/Pear/r_58_100.jpg,Pear,"[-0.13293731163458727,-4.855202472685735]"
18129,s3://p8marionflore/Test/Papaya/r_87_100.jpg,Papaya,"[-3.27428852225599,5.775129693472816]"
18130,s3://p8marionflore/Test/Papaya/r_51_100.jpg,Papaya,"[-4.770149852303282,2.779781043356515]"
18131,s3://p8marionflore/Test/Tomato 1/r_0_100.jpg,Tomato 1,"[10.76615095641633,4.2028789939351645]"
18132,s3://p8marionflore/Test/Nut Pecan/r2_133_100.jpg,Nut Pecan,"[-0.6728488238825031,6.071007931420336]"
18133,s3://p8marionflore/Test/Apple Pink Lady/279_100.jpg,Apple Pink Lady,"[4.865440698576387,-4.387130781090765]"
18134,s3://p8marionflore/Test/Tomato 1/r2_56_100.jpg,Tomato 1,"[10.35684955509747,7.440313510766338]"
18135,s3://p8marionflore/Test/Cucumber Ripe 2/r_5_100.jpg,Cucumber Ripe 2,"[5.482885692076489,0.48847635722570776]"
18136,s3://p8marionflore/Test/Blueberry/r_55_100.jpg,Blueberry,"[5.23703838744814,10.316109728037487]"
18137,s3://p8marionflore/Test/Apple Pink Lady/264_100.jpg,Apple Pink Lady,"[7.056110656741021,-4.200142408565829]"
18138,s3://p8marionflore/Test/Carambula/229_100.jpg,Carambula,"[-3.463658113198239,-0.22485777770721313]"
18139,s3://p8marionflore/Test/Nut Pecan/r_26_100.jpg,Nut Pecan,"[3.489884050948985,5.706877725867341]"
18140,s3://p8marionflore/Test/Tomato 3/r_220_100.jpg,Tomato 3,"[13.15178862046439,8.25548273269754]"
18141,s3://p8marionflore/Test/Tomato 1/189_100.jpg,Tomato 1,"[10.369158665189524,5.76458620333834]"
18142,s3://p8marionflore/Test/Nut Pecan/r_21_100.jpg,Nut Pecan,"[3.4951899236632533,4.467449575865432]"
18143,s3://p8marionflore/Test/Grape Pink/80_100.jpg,Grape Pink,"[4.5863741353265315,6.185540423405654]"
18144,s3://p8marionflore/Test/Nut Pecan/r_110_100.jpg,Nut Pecan,"[1.9818607250496474,1.9457995202727072]"
18145,s3://p8marionflore/Test/Tomato 3/r_40_100.jpg,Tomato 3,"[10.795445425267717,7.540904619250602]"
18146,s3://p8marionflore/Test/Melon Piel de Sapo/263_100.jpg,Melon Piel de Sapo,"[-1.6339417339448843,5.457039167230397]"
18147,s3://p8marionflore/Test/Quince/r_157_100.jpg,Quince,"[1.2108476898118266,-4.239745007208092]"
18148,s3://p8marionflore/Test/Fig/45_100.jpg,Fig,"[1.7967524084769515,4.705921301713548]"
18149,s3://p8marionflore/Test/Clementine/113_100.jpg,Clementine,"[13.398406894675917,-2.1225372297920533]"
18150,s3://p8marionflore/Test/Lemon/60_100.jpg,Lemon,"[0.8963249662194411,-6.229291280345082]"
18151,s3://p8marionflore/Test/Tomato Maroon/21_100.jpg,Tomato Maroon,"[12.639601091605012,3.8840295581975934]"
18152,s3://p8marionflore/Test/Tomato 1/r2_280_100.jpg,Tomato 1,"[11.992517926513353,4.182702454143553]"
18153,s3://p8marionflore/Test/Apple Golden 3/72_100.jpg,Apple Golden 3,"[-0.862669400002702,-2.1693340475863248]"
18154,s3://p8marionflore/Test/Carambula/87_100.jpg,Carambula,"[-3.508538623614685,-0.9034058476805858]"
18155,s3://p8marionflore/Test/Quince/r_159_100.jpg,Quince,"[1.2618114320710394,-4.658347754966967]"
18156,s3://p8marionflore/Test/Apple Golden 2/78_100.jpg,Apple Golden 2,"[2.924473322379567,-4.921363219014429]"
18157,s3://p8marionflore/Test/Avocado/93_100.jpg,Avocado,"[3.395635424482337,5.480472380087994]"
18158,s3://p8marionflore/Test/Apple Red Yellow 2/290_100.jpg,Apple Red Yellow 2,"[4.675343957363317,3.8563886803665297]"
18159,s3://p8marionflore/Test/Mulberry/192_100.jpg,Mulberry,"[-2.7065982957740498,7.528806536002807]"
18160,s3://p8marionflore/Test/Tomato Maroon/245_100.jpg,Tomato Maroon,"[13.513175261674075,3.172453476522117]"
18161,s3://p8marionflore/Test/Apple Red Yellow 2/205_100.jpg,Apple Red Yellow 2,"[4.542977817889562,-0.16060697412666247]"
18162,s3://p8marionflore/Test/Tomato 1/r_266_100.jpg,Tomato 1,"[9.964316979975123,5.321939111709059]"
18163,s3://p8marionflore/Test/Lemon/47_100.jpg,Lemon,"[0.03147088681132637,-5.995139450974451]"
18164,s3://p8marionflore/Test/Apricot/r_92_100.jpg,Apricot,"[8.368931733869776,-1.0963220202778798]"
18165,s3://p8marionflore/Test/Tomato Yellow/r2_45_100.jpg,Tomato Yellow,"[12.320997399904883,-3.3030564359560057]"
18166,s3://p8marionflore/Test/Cherry 2/r2_92_100.jpg,Cherry 2,"[13.640170611096533,4.475338920903073]"
18167,s3://p8marionflore/Test/Pepper Green/223_100.jpg,Pepper Green,"[1.4044728918991207,6.8701806766781734]"
18168,s3://p8marionflore/Test/Carambula/r_201_100.jpg,Carambula,"[-2.383604561855134,0.05575130261848901]"
18169,s3://p8marionflore/Test/Apple Golden 2/r_81_100.jpg,Apple Golden 2,"[1.1618451071777685,-4.992624460736554]"
18170,s3://p8marionflore/Test/Nut Forest/323_100.jpg,Nut Forest,"[14.551934684937692,4.248717699653632]"
18171,s3://p8marionflore/Test/Nut Forest/324_100.jpg,Nut Forest,"[12.942161830658678,5.334529025141958]"
18172,s3://p8marionflore/Test/Tomato Maroon/253_100.jpg,Tomato Maroon,"[11.925436045637406,3.880664597694513]"
18173,s3://p8marionflore/Test/Cherry 2/r2_243_100.jpg,Cherry 2,"[13.923465698380497,4.321255898554885]"
18174,s3://p8marionflore/Test/Carambula/r_206_100.jpg,Carambula,"[-2.6533347824375837,1.0373552228532026]"
18175,s3://p8marionflore/Test/Tomato Yellow/r2_3_100.jpg,Tomato Yellow,"[12.075618968655814,-3.2489750236722132]"
18176,s3://p8marionflore/Test/Cherry 2/r2_299_100.jpg,Cherry 2,"[14.785903571764216,3.9199042902381414]"
18177,s3://p8marionflore/Test/Cherry Rainier/r2_121_100.jpg,Cherry Rainier,"[10.171471850197454,0.7182927359256881]"
18178,s3://p8marionflore/Test/Pear Monster/121_100.jpg,Pear Monster,"[-1.213432221145753,-5.2798912502367426]"
18179,s3://p8marionflore/Test/Nut Forest/129_100.jpg,Nut Forest,"[4.208934612357648,6.95808583220707]"
18180,s3://p8marionflore/Test/Tomato 3/r2_321_100.jpg,Tomato 3,"[12.547133494520073,6.049461513587617]"
18181,s3://p8marionflore/Test/Carambula/221_100.jpg,Carambula,"[-3.040051846556424,-1.5295800833153175]"
18182,s3://p8marionflore/Test/Kohlrabi/208_100.jpg,Kohlrabi,"[-2.6122563149322637,6.355523454569563]"
18183,s3://p8marionflore/Test/Apple Golden 2/50_100.jpg,Apple Golden 2,"[3.0312552293278987,-4.532275727339004]"
18184,s3://p8marionflore/Test/Nut Forest/313_100.jpg,Nut Forest,"[11.207675934977244,6.331640921255696]"
18185,s3://p8marionflore/Test/Tomato Yellow/r2_5_100.jpg,Tomato Yellow,"[11.644473591782344,-3.599409353552205]"
18186,s3://p8marionflore/Test/Cherry Rainier/r_324_100.jpg,Cherry Rainier,"[8.822527739174122,0.035220762301441735]"
18187,s3://p8marionflore/Test/Kohlrabi/21_100.jpg,Kohlrabi,"[-1.7873990558070738,7.609809232431717]"
18188,s3://p8marionflore/Test/Kohlrabi/20_100.jpg,Kohlrabi,"[-1.4144655555362962,7.776173733541976]"
18189,s3://p8marionflore/Test/Kaki/7_100.jpg,Kaki,"[14.404466920718537,1.5479957239599815]"
18190,s3://p8marionflore/Test/Pomegranate/r_141_100.jpg,Pomegranate,"[11.217991601218502,2.6339226042273034]"
18191,s3://p8marionflore/Test/Nut Forest/113_100.jpg,Nut Forest,"[5.351988147712188,6.753761984107192]"
18192,s3://p8marionflore/Test/Passion Fruit/r_318_100.jpg,Passion Fruit,"[7.42927488546799,6.783779425913887]"
18193,s3://p8marionflore/Test/Passion Fruit/r_308_100.jpg,Passion Fruit,"[8.505810856075625,7.698712108726819]"
18194,s3://p8marionflore/Test/Passion Fruit/67_100.jpg,Passion Fruit,"[4.496956808711052,6.744604610169736]"
18195,s3://p8marionflore/Test/Apple Granny Smith/r_97_100.jpg,Apple Granny Smith,"[2.2239818800748377,-3.4701312229897168]"
18196,s3://p8marionflore/Test/Maracuja/r_195_100.jpg,Maracuja,"[3.4596605270730305,-7.102434260709544]"
18197,s3://p8marionflore/Test/Cherry Rainier/r_73_100.jpg,Cherry Rainier,"[9.933162881140072,1.042580058790623]"
18198,s3://p8marionflore/Test/Pomegranate/r_146_100.jpg,Pomegranate,"[11.779393413983259,2.347165318386777]"
18199,s3://p8marionflore/Test/Dates/r_62_100.jpg,Dates,"[-3.2652290426780324,7.765917806641005]"
18200,s3://p8marionflore/Test/Mango/308_100.jpg,Mango,"[5.590895879954661,4.770949274565688]"
18201,s3://p8marionflore/Test/Apple Granny Smith/89_100.jpg,Apple Granny Smith,"[3.5173612897950153,-3.585429789703799]"
18202,s3://p8marionflore/Test/Apple Red Delicious/186_100.jpg,Apple Red Delicious,"[9.77070308519187,6.812680161646936]"
18203,s3://p8marionflore/Test/Pear 2/33_100.jpg,Pear 2,"[4.316417486026153,-1.715199400890716]"
18204,s3://p8marionflore/Test/Dates/r_311_100.jpg,Dates,"[-3.8156215076627573,10.130334251950586]"
18205,s3://p8marionflore/Test/Cherry Rainier/r2_279_100.jpg,Cherry Rainier,"[10.396934710053152,0.7582720367582144]"
18206,s3://p8marionflore/Test/Peach 2/r2_290_100.jpg,Peach 2,"[4.820140460988666,-3.0821019444024076]"
18207,s3://p8marionflore/Test/Quince/305_100.jpg,Quince,"[0.5432226603389568,-5.600851725851898]"
18208,s3://p8marionflore/Test/Apple Red Delicious/238_100.jpg,Apple Red Delicious,"[7.495611439366304,8.799110647327053]"
18209,s3://p8marionflore/Test/Apple Red Delicious/231_100.jpg,Apple Red Delicious,"[8.64099815243651,8.204882679985397]"
18210,s3://p8marionflore/Test/Cherry 2/r2_272_100.jpg,Cherry 2,"[15.418309262750084,6.030678204572406]"
18211,s3://p8marionflore/Test/Mango/r_231_100.jpg,Mango,"[6.66154365220762,4.675368805341297]"
18212,s3://p8marionflore/Test/Tomato 3/r2_293_100.jpg,Tomato 3,"[8.470620754407323,6.594071456835609]"
18213,s3://p8marionflore/Test/Mango/r_220_100.jpg,Mango,"[7.085207061878606,4.295628734487998]"
18214,s3://p8marionflore/Test/Cherry Rainier/175_100.jpg,Cherry Rainier,"[9.577924456073983,1.3890175932568074]"
18215,s3://p8marionflore/Test/Kumquats/r_144_100.jpg,Kumquats,"[1.7591758359456715,-5.23323519401234]"
18216,s3://p8marionflore/Test/Mango/r_241_100.jpg,Mango,"[5.891261743740914,5.576607055320817]"
18217,s3://p8marionflore/Test/Kohlrabi/239_100.jpg,Kohlrabi,"[-1.9723609549328605,7.166742862321909]"
18218,s3://p8marionflore/Test/Cherry 2/297_100.jpg,Cherry 2,"[12.583161592100582,3.3030963579305]"
18219,s3://p8marionflore/Test/Kumquats/r_295_100.jpg,Kumquats,"[3.192617534652105,-3.2265850465530925]"
18220,s3://p8marionflore/Test/Kumquats/131_100.jpg,Kumquats,"[1.8126692699776599,-3.852263161661254]"
18221,s3://p8marionflore/Test/Cherry 2/18_100.jpg,Cherry 2,"[11.731334861569598,3.4735636193663115]"
18222,s3://p8marionflore/Test/Apple Granny Smith/50_100.jpg,Apple Granny Smith,"[2.7485239259586614,-2.350464070742903]"
18223,s3://p8marionflore/Test/Apple Granny Smith/53_100.jpg,Apple Granny Smith,"[3.64374850816236,-2.235554765909202]"
18224,s3://p8marionflore/Test/Carambula/211_100.jpg,Carambula,"[-4.177817836840233,-0.42310197597556465]"
18225,s3://p8marionflore/Test/Cherry 2/r_33_100.jpg,Cherry 2,"[12.7067318694052,2.7523893054202757]"
18226,s3://p8marionflore/Test/Apple Red Delicious/r_152_100.jpg,Apple Red Delicious,"[8.193675100667372,9.654758051641265]"
18227,s3://p8marionflore/Test/Tomato Maroon/r_29_100.jpg,Tomato Maroon,"[12.276033022164611,5.553241878935859]"
18228,s3://p8marionflore/Test/Dates/r_102_100.jpg,Dates,"[-5.280210685309752,11.047336585111212]"
18229,s3://p8marionflore/Test/Cherry 2/23_100.jpg,Cherry 2,"[14.048672898281012,2.926793581751528]"
18230,s3://p8marionflore/Test/Pear Monster/r_211_100.jpg,Pear Monster,"[-1.9364431026723852,-4.126814716359825]"
18231,s3://p8marionflore/Test/Nut Forest/r2_89_100.jpg,Nut Forest,"[1.1512996204202288,4.471519350834115]"
18232,s3://p8marionflore/Test/Mango Red/233_100.jpg,Mango Red,"[10.211920455984687,2.29136090398153]"
18233,s3://p8marionflore/Test/Pepper Red/r_202_100.jpg,Pepper Red,"[10.061439102622254,6.945011062353342]"
18234,s3://p8marionflore/Test/Lemon Meyer/57_100.jpg,Lemon Meyer,"[4.203388323727244,-6.895309784821797]"
18235,s3://p8marionflore/Test/Onion Red/188_100.jpg,Onion Red,"[1.632283059854917,5.1331866277055465]"
18236,s3://p8marionflore/Test/Nut Forest/r2_113_100.jpg,Nut Forest,"[2.993941764496824,6.584592613921598]"
18237,s3://p8marionflore/Test/Avocado/r_74_100.jpg,Avocado,"[0.6843553932554223,4.762736320255438]"
18238,s3://p8marionflore/Test/Onion Red Peeled/16_100.jpg,Onion Red Peeled,"[5.361092530912909,5.498949186746599]"
18239,s3://p8marionflore/Test/Lemon Meyer/155_100.jpg,Lemon Meyer,"[4.85403560093993,-6.044006207328949]"
18240,s3://p8marionflore/Test/Apple Red 2/63_100.jpg,Apple Red 2,"[6.0087608201085,-2.1747060169232726]"
18241,s3://p8marionflore/Test/Physalis with Husk/204_100.jpg,Physalis with Husk,"[-5.336887238314212,3.0821701132382358]"
18242,s3://p8marionflore/Test/Apple Braeburn/85_100.jpg,Apple Braeburn,"[13.475475147775832,1.2020094543205113]"
18243,s3://p8marionflore/Test/Fig/r2_135_100.jpg,Fig,"[-0.053335651474256646,6.105052506679934]"
18244,s3://p8marionflore/Test/Nut Forest/r_65_100.jpg,Nut Forest,"[3.997433067274558,5.440923270364001]"
18245,s3://p8marionflore/Test/Pitahaya Red/r_20_100.jpg,Pitahaya Red,"[-0.35142797888062266,8.295373973750038]"
18246,s3://p8marionflore/Test/Strawberry Wedge/r2_179_100.jpg,Strawberry Wedge,"[-3.043853238211176,5.753719252135459]"
18247,s3://p8marionflore/Test/Nut Forest/r_83_100.jpg,Nut Forest,"[1.5876306383392476,7.112881009519186]"
18248,s3://p8marionflore/Test/Potato Red Washed/r2_162_100.jpg,Potato Red Washed,"[9.776766442363883,1.8931364881569788]"
18249,s3://p8marionflore/Test/Cucumber Ripe 2/r_163_100.jpg,Cucumber Ripe 2,"[3.069520217769695,-5.524746959859324]"
18250,s3://p8marionflore/Test/Blueberry/r_220_100.jpg,Blueberry,"[3.309955184729106,12.914958786425984]"
18251,s3://p8marionflore/Test/Pepper Green/r_164_100.jpg,Pepper Green,"[3.4327629813838074,8.326157966137568]"
18252,s3://p8marionflore/Test/Pear/50_100.jpg,Pear,"[-2.2251436432026526,-4.041965256700011]"
18253,s3://p8marionflore/Test/Pear/r_39_100.jpg,Pear,"[-0.5043644949597595,-5.118889562056954]"
18254,s3://p8marionflore/Test/Nut Forest/r2_114_100.jpg,Nut Forest,"[3.2881187651629222,7.271646471207604]"
18255,s3://p8marionflore/Test/Corn/r2_55_100.jpg,Corn,"[-6.574738266709244,1.9065376544198305]"
18256,s3://p8marionflore/Test/Physalis with Husk/31_100.jpg,Physalis with Husk,"[-4.873908843502612,3.2284604860903157]"
18257,s3://p8marionflore/Test/Apricot/r_74_100.jpg,Apricot,"[6.919315128481428,-2.1375426841872827]"
18258,s3://p8marionflore/Test/Melon Piel de Sapo/r_133_100.jpg,Melon Piel de Sapo,"[-1.4198199077996445,9.61836807726071]"
18259,s3://p8marionflore/Test/Pepper Green/r_25_100.jpg,Pepper Green,"[2.4671047313730265,9.001874482727855]"
18260,s3://p8marionflore/Test/Apple Braeburn/60_100.jpg,Apple Braeburn,"[12.37762315884205,1.6252954487816822]"
18261,s3://p8marionflore/Test/Apple Red 2/8_100.jpg,Apple Red 2,"[7.177813462870143,-1.105776398398894]"
18262,s3://p8marionflore/Test/Apricot/r_63_100.jpg,Apricot,"[5.606666249024051,-1.8212189369091438]"
18263,s3://p8marionflore/Test/Potato Red Washed/r_72_100.jpg,Potato Red Washed,"[9.593861465497826,0.5567571156989849]"
18264,s3://p8marionflore/Test/Potato Red/r_81_100.jpg,Potato Red,"[-0.653274403868489,3.1612118250450796]"
